source,name,calories,protein,fat,carbs,is_veg,is_allergen_peanuts,is_allergen_dairy,is_allergen_eggs,is_allergen_gluten,is_allergen_seafood,is_allergen_soy,is_allergen_treenuts,suitable_diabetes,suitable_hypertension
Indian_Food_Dataset,Lassi (Salted),18.84,1.35,0.72,1.86,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Cheese And Chilli Sandwich ,218.11,6.8,9.78,27.4,True,False,True,False,False,False,False,False,False,False
Indian_Food_Dataset,Egg Sandwich (Ande Ka Sandwich),285.96,8.69,15.8,29.16,False,False,False,True,False,False,False,False,False,False
Indian_Food_Dataset,Cucumber Sandwich (Kheere Ka Sandwich),188.6,4.8,8.0,25.77,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Cheese And Pineapple Sandwich (Cheese Aur Ananas Ka Sandwich),257.71,8.2,12.8,29.1,True,False,True,False,False,False,False,False,False,False
Indian_Food_Dataset,Cheese And Tomato Sandwich (Cheese Aur Tamatar Ke Sandwich),243.32,7.92,12.27,26.92,True,False,True,False,False,False,False,False,False,False
Indian_Food_Dataset,Chicken Sandwich,253.27,13.12,11.75,25.38,False,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Peanut And Tomato Sandwich (Moongfali Aur Tamatar Ka Sandwich),291.43,9.53,16.14,28.54,True,True,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Rainbow Sandwich,272.75,7.75,12.54,34.26,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Club Sandwich ,235.32,7.31,15.12,18.51,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Vegetarian Club Sandwich,198.33,5.45,11.33,19.68,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Pin Wheel Sandwich,311.52,8.77,24.93,14.0,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Carrot Apple Sandwich (Gajar Aur Seb Ka Sandwich),214.11,5.3,9.12,29.04,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Salami Sandwich,255.59,8.7,15.51,21.54,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Vegetable And Mayonnaise Sandwich,244.26,4.47,15.4,23.2,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Egg And Tomato Sandwich (Ande Aur Tamatar Ka Sandwich),222.11,7.66,10.51,25.9,False,False,False,True,False,False,False,False,False,False
Indian_Food_Dataset,Sweet Open Sandwich,244.25,4.99,8.15,39.24,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Mushroom And Cheese Sandwich (Toasted),227.42,7.79,13.01,21.01,True,False,True,False,False,False,False,False,False,False
Indian_Food_Dataset,Cheese And Tomato Sandwich (Toasted) (Cheese Aur Tamatar Ke Sandwich (Toasted)),224.58,6.82,12.95,21.42,True,False,True,False,False,False,False,False,False,False
Indian_Food_Dataset,Pea Potato Sandwich (Toasted) (Matar Aloo Ka Sandwich),164.9,4.6,5.43,25.17,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Paneer Pea Sandwich (Toasted) (Paneer Matar Ka Sandwich),249.56,12.4,11.98,24.05,True,False,True,False,False,False,False,False,False,False
Indian_Food_Dataset,Chicken Sandwich (Toasted),167.37,12.08,5.32,18.82,False,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Pea Keema Sandwich (Toasted) (Matar Aur Keema Ka Sandwich),171.78,11.06,5.61,20.26,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Classic Club Sandwich,200.83,6.74,11.56,18.49,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Sesame Toast,495.19,1.9,49.38,11.15,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cracked Wheat Porridge (Meetha Daliya),81.57,2.64,4.08,8.87,True,False,False,False,True,False,False,False,True,True
Indian_Food_Dataset,Semolina Porridge (Suji/Rava Daliya),100.89,3.75,4.08,12.39,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Oatmeal Porridge,72.85,2.6,3.22,8.77,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Cornflakes With Milk,117.33,3.59,5.12,14.95,True,False,True,False,False,False,False,False,False,True
Indian_Food_Dataset,Rice Flakes (Chiwda/Aval),112.44,3.62,3.99,15.57,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Wheat Flakes,112.44,3.62,3.99,15.57,True,False,False,False,True,False,False,False,False,True
Indian_Food_Dataset,Murmura (Puffed Rice),113.32,3.62,4.04,15.67,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Puffed Wheat (Murmure/Moori),113.32,3.62,4.04,15.67,True,False,False,False,True,False,False,False,False,True
Indian_Food_Dataset,Boiled Egg (Ubla Anda),45.35,4.43,3.04,0.12,False,False,False,True,False,False,False,False,True,True
Indian_Food_Dataset,Fried Egg ,223.67,11.59,19.62,0.31,False,False,False,True,False,False,False,False,True,False
Indian_Food_Dataset,Poached Egg,123.87,11.98,8.19,0.37,False,False,False,True,False,False,False,False,True,True
Indian_Food_Dataset,Scrambled Egg (Ande Ki Bhurji),155.97,10.29,12.21,1.35,False,False,False,True,False,False,False,False,True,False
Indian_Food_Dataset,Baked Egg ,218.85,11.88,12.65,15.42,False,False,False,True,False,False,False,False,False,False
Indian_Food_Dataset,Plain Omelette/Omlet,272.41,9.66,25.74,0.64,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Stuffed Egg Omelette/Omlet,203.51,8.6,17.77,2.3,False,False,False,True,False,False,False,False,True,False
Indian_Food_Dataset,Pancake,203.36,5.68,10.82,20.49,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Keema Pancake,176.27,9.01,11.25,9.56,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Vegetable Pancake,125.18,3.87,6.57,12.24,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Jam And Fruit Pancake,162.02,3.79,7.01,20.73,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Khoa And Coconut Pancake,271.98,6.98,15.29,27.32,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Brown Stock,21.32,1.95,1.38,0.25,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Vegetable Stock,17.6,0.3,1.38,0.96,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Chicken Stock,29.88,3.69,1.51,0.37,False,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Clear Tomato Soup (Tamatar Ka Soup),80.07,4.79,12.22,3.45,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Lentil Soup,31.17,9.65,11.68,3.94,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Chicken Consomme (Clear Chicken Soup),47.94,11.47,12.02,1.19,False,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cream Of Tomato Soup,97.81,4.61,13.12,3.93,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cream Of Green Peas Soup,127.84,7.13,14.78,6.75,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cream Of Spinach Soup,100.54,5.21,13.31,3.45,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cream Of Mixed Vegetable Soup,59.65,6.84,9.05,4.93,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Cream Of Mushroom Soup,117.28,6.64,15.5,3.74,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Chicken Sweet Corn Soup,28.32,14.48,12.59,1.63,False,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Minestrone Soup,42.66,9.3,11.09,3.71,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Egg Drop Soup,26.64,12.93,13.52,1.1,False,False,False,True,False,False,False,False,True,False
Indian_Food_Dataset,Chinese Cabbage And Meat Ball Soup,484.31,5.21,56.57,1.43,False,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,French Onion Soup,55.61,11.41,14.39,4.28,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Hot And Sour Soup,31.51,3.12,1.31,1.78,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Talaumein Soup,35.63,10.12,12.78,4.17,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cold Cucumber Soup (Thanda Kheere Ka Soup),48.03,2.99,1.99,4.58,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Cold Summer Garden Soup,49.19,8.57,14.08,2.65,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Chapati/Roti,202.31,5.88,3.56,35.65,True,False,False,False,True,False,False,False,False,True
Indian_Food_Dataset,Plain Parantha/Paratha,298.3,5.06,16.86,30.69,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Potato Parantha/Paratha (Aloo Ka Parantha/Paratha),205.04,3.7,10.22,23.92,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Radish Parantha/Paratha (Mooli Ka Parantha/Paratha),183.52,3.3,9.53,20.54,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Cauliflower Parantha/Paratha (Phoolgobhi Ka Parantha/Paratha),178.07,3.73,9.47,18.84,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Dal Parantha/Paratha,268.24,6.78,13.05,30.03,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Sprouted Moong Parantha/Paratha,228.59,4.29,12.43,24.31,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Pea Parantha/Paratha (Matar Ka Parantha/Paratha),190.73,5.59,8.8,21.51,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Keema Parantha/Paratha,238.09,9.41,13.91,18.36,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Paneer Parantha/Paratha,262.97,7.98,14.62,24.33,True,False,True,False,False,False,False,False,False,False
Indian_Food_Dataset,Besan And Spinach Parantha/Paratha (Besan Aur Palak Ka Parantha/Paratha),216.49,5.54,12.09,21.39,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Poori,737.63,1.35,77.61,8.22,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Spinach Poori (Palak Poori),684.25,1.42,71.86,7.76,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Methi Poori,710.02,1.45,74.6,7.98,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Dal Stuffed Poori,785.16,2.08,81.69,10.14,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Potato Stuffed Poori (Aloo Ki Poori),776.74,1.52,81.35,9.4,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Tandoori Parantha/Paratha,295.37,5.08,16.51,30.74,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Boiled Rice (Uble Chawal),117.19,2.6,0.18,25.72,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Plain Pulao,140.21,2.34,4.62,21.82,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Mixed Vegetable Pulao,113.05,2.72,3.33,17.49,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Mushroom Pulao,124.29,2.52,4.03,19.02,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Sprouted Moong Pulao,112.97,2.19,3.61,17.49,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Paneer Pulao,581.91,1.98,59.81,8.76,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Peanut Pulao ,193.28,5.32,9.51,21.18,True,True,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Navratan Pulao,261.71,6.2,9.45,36.98,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Green Chickpeas Pulao (Choliya Pulao/Hare Chane Ka Pulao),173.43,4.88,4.82,27.57,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Mutton Biryani/Biriyani,190.76,7.38,7.72,22.5,False,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Vegetable Biryani/Biriyani,174.61,3.16,9.51,18.56,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,"Lemon Rice (Pulihora, Elumichai Sadam, Chitranna)",176.3,4.26,7.88,21.62,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Sweet Rice (Meethe Chawal),215.41,2.1,4.57,42.59,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Curd Rice (Dahi Bhaat/Dahi Chawal/ Perugu Annam/Daddojanam/Thayir Saadam),195.74,5.75,4.32,32.93,True,False,True,False,False,False,False,False,False,True
Indian_Food_Dataset,Tamarind Rice (Chintapandu Pulihora/Puliyodharai/Puli Sadam/Huli Anna),373.04,7.45,8.53,65.08,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Spanish Rice,164.24,4.19,2.23,31.1,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Chinese Fried Rice,120.58,4.05,5.43,13.4,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Macroni Cheese Pie,170.63,5.85,7.48,21.1,True,False,True,False,False,False,False,False,False,True
Indian_Food_Dataset,Vegetable Chowmein,129.71,3.07,6.36,15.44,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Chicken Chowmein,151.33,6.33,8.23,13.3,False,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Cheese Noodle Ring,133.67,6.22,6.12,13.96,True,False,True,False,False,False,False,False,False,True
Indian_Food_Dataset,Spaghetti And Cheese Balls In Tomato Sauce,508.32,2.41,52.08,7.82,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Penne Platter,177.4,5.04,8.71,20.87,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Pasta Hot Pot,125.17,5.84,6.47,11.6,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Chicken Lasagne,187.49,10.45,10.36,13.9,False,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Fettuccine With Spinach Sauce,129.21,3.1,7.83,12.19,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Naan,286.45,8.05,4.99,51.75,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Bhatura,793.2,1.63,82.56,10.73,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Idli,137.54,4.64,0.33,28.18,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Masala Dosa,164.58,3.29,7.84,19.57,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Semolina Dosa (Suji/Rava Dosa),227.05,7.3,7.12,32.84,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Onion Tomato Uttapam,462.02,1.91,45.3,11.32,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Paneer Kaathi Roll,285.94,6.92,19.55,20.1,True,False,True,False,False,False,False,False,False,False
Indian_Food_Dataset,Makki Ki Roti,263.97,3.49,16.85,24.19,True,False,False,False,True,False,False,False,False,False
Indian_Food_Dataset,Washed Moong Dal (Dhuli Moong Ki Dal),50.0,2.68,1.68,5.91,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Washed Urad Dal (Dhuli Urad Ki Dal),61.32,2.51,2.98,5.84,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Split Bengal Gram With Bottle Gourd (Channa Dal With Ghiya/Lauki),73.25,2.79,3.6,7.1,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Dry Washed Urad,124.71,6.85,3.5,15.66,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Mixed Dal,61.93,2.51,3.1,5.79,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Whole Moong (Moong Ki Dal),53.7,2.25,2.56,5.22,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Whole Masoor (Masoor Ki Dal),54.05,2.28,2.52,5.37,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Whole Moth (Moth Ki Dal),55.0,2.01,2.62,5.74,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Whole Urad (Urad Ki Dal),53.8,2.21,2.62,5.05,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Moti Mahal Dal (Urad Rajmah Mix Dal),103.13,3.93,5.66,8.74,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Black Channa Curry/Bengal Gram Curry (Kale Chane Ki Curry),140.68,5.67,6.61,14.11,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Chickpeas Curry (Safed Channa Curry),163.43,6.1,6.84,19.98,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Lobia Curry,148.99,6.06,5.62,17.88,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Soyabean Curry,163.28,10.43,10.19,6.76,True,False,False,False,False,False,True,False,True,False
Indian_Food_Dataset,Kidney Bean Curry (Rajmah Curry),143.73,5.95,5.77,16.38,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Sambar,96.92,3.35,4.38,10.57,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Besan Kadhi With Pakodies,403.35,1.64,42.59,3.56,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Khatta Channa,202.57,6.3,10.56,21.14,True,False,False,False,False,False,False,False,False,False
Indian_Food_Dataset,Sprouted Moong Dal Chat,32.47,1.35,0.32,6.01,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Potato Cauliflower (Aloo Gobhi),106.18,1.9,8.13,5.99,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Potato Capsicum (Shimla Mirch Aloo),125.53,1.41,9.33,8.72,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cabbage And Peas (Pattagobhi Aur Matar),63.88,3.24,2.64,6.24,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Carrot And Fenugreek Leaves (Gajar Methi),61.92,2.1,3.81,4.17,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Potato Fenugreek (Aloo Methi),135.15,2.25,10.04,8.47,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Brinjal Bhartha (Baingan Ka Bhartha),65.12,1.38,4.48,4.4,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Dry Potato (Sookhe Aloo),103.15,1.62,4.18,14.38,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Beans With Coconut (Nariyal Aur Sem/Phali; Beans Thoran),131.63,2.62,11.39,4.39,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cauliflower With Coconut (Nariyal Ke Saath Phoolgobhi),132.11,2.64,11.56,3.99,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Carrot And Cabbage With Coconut (Nariyal Ke Saath Pattagobhi Aur Gajar),106.61,1.82,8.62,4.99,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Raw Turnip With Coconut ,132.15,1.8,11.47,5.78,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Raw Papaya With Coconut (Papaya Thoran),132.75,1.54,11.42,5.58,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Stuffed Okra (Bharwa Bhindi),94.34,2.08,7.66,3.85,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Stuffed Round Gourd (Bharwa Tinde),72.8,1.1,5.75,4.02,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Stuffed Capsicum (Bharwa Shimla Mirch),90.94,1.34,5.7,8.26,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Stuffed Brinjal (Bharwa Baingan),93.0,1.53,7.73,3.96,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Stuffed Tomatoes (Bharwa Tamatar),93.35,3.28,6.06,6.19,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Pea Potato Curry (Aloo Matar),100.92,3.48,5.13,9.74,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Pea Paneer Curry (Matar Paneer),134.83,6.61,7.75,9.29,True,False,True,False,False,False,False,False,True,True
Indian_Food_Dataset,Pea Mushroom Curry (Matar Mushroom),93.3,3.87,5.16,7.41,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Pea Curry (Matar Ki Sabzi),102.99,4.51,5.11,9.2,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Pea Vadi Curry,101.95,4.64,5.08,8.9,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Paneer Curry,176.52,7.8,12.38,8.4,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Lotus Stem Curry (Kamal Kakdi Curry),110.34,1.53,7.25,9.24,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Gravy For Kofta,125.59,1.75,10.35,6.31,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Pea Kofta Curry (Matar Kofta Curry),595.66,2.01,63.39,4.17,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Spinach Kofta Curry (Palak Kofta Curry),571.78,1.09,61.49,3.56,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Paneer Kofta Curry,670.91,2.39,72.06,3.27,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Lotus Stem Kofta Curry (Kamal Kakdi Kofta Curry),633.56,0.96,67.76,5.01,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Raw Banana Kofta Curry (Kela Kofta Curry),627.27,0.62,67.98,3.4,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cauliflower Kofta Curry (Phoolgobhi Kofta Curry),641.1,1.04,69.62,2.62,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Cabbage Kofta Curry (Pattagobhi Kofta Curry),639.81,0.98,69.4,2.87,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Ghiya/Lauki Kofta Curry,638.71,0.89,69.4,2.71,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Spinach Paneer Kofta Curry (Palak Paneer Kofta Curry),606.03,1.43,65.41,2.94,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Vegetarian Egg Kofta Curry,627.41,1.33,67.24,4.26,False,False,False,True,False,False,False,False,True,False
Indian_Food_Dataset,Baked Vegetables,88.99,3.67,4.44,8.44,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Cauliflower Musallam (Phoolgobhi Musallam),58.83,1.89,3.55,4.48,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Baked Vegetables With Spinach ,77.79,3.22,4.03,6.93,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Baked Potato With Skin ,135.77,3.43,8.5,11.11,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Shepherd'S Pie (Vegetarian),135.63,5.04,7.3,12.03,True,False,False,False,False,False,False,False,False,True
Indian_Food_Dataset,Baked Brinjal In Tomato Sauce,38.63,1.58,1.62,4.13,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Dum Aloo,682.33,0.7,74.01,3.33,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Spinach Paneer (Palak Paneer),77.68,4.03,4.76,4.43,True,False,True,False,False,False,False,False,True,True
Indian_Food_Dataset,Methi Chaman,475.62,1.54,50.91,2.78,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Sarson Ka Saag,87.84,3.0,5.86,5.33,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Jackfruit Sabzi (Kathal Ki Sabzi),625.4,0.69,67.6,3.4,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Avial,124.56,2.46,8.94,8.47,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Al Yakhani,147.54,2.86,13.14,4.65,True,False,False,False,False,False,False,False,True,False
Indian_Food_Dataset,Shahi Paneer,156.5,5.06,12.34,6.64,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Paneer In Butter Sauce,145.61,6.99,8.81,9.7,True,False,True,False,False,False,False,False,True,True
Indian_Food_Dataset,Methi Malai Paneer,194.98,7.34,14.76,8.15,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Chilli Paneer,777.51,2.1,84.01,3.31,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Paneer Makhana Korma,775.82,3.24,82.76,4.63,True,False,True,False,False,False,False,False,True,False
Indian_Food_Dataset,Kadhai Paneer,107.99,4.33,6.81,7.34,True,False,True,False,False,False,False,False,True,True
Indian_Food_Dataset,Roghan Josh,139.59,9.56,9.02,4.93,True,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Spinach Mutton (Palak Mutton),80.32,5.74,4.71,3.45,False,False,False,False,False,False,False,False,True,True
Indian_Food_Dataset,Pea Keema Curry (Matar Keema Ki Sabzi),133.0,8.43,8.14,6.24,True,False,False,False,False,False,False,False,True,True
